chr,start,end,name,chrTSS,startTSS,endTSS,TargetGene,ReferenceID,CellType,EffectSize,pValueAdjusted,Significant,PowerAtEffectSize25,PowerAtEffectSize10,PowerAtEffectSize15,PowerAtEffectSize20,PowerAtEffectSize50,distanceToTSS,numTSSEnhGene,numCandidateEnhGene,normalizedDNase_enh,normalizedDNase_prom,numNearbyEnhancers,sumNearbyEnhancers,ubiquitousExpressedGene,3DContact,3DContact_squared,normalizedDNase_enh_squared,ABC.Score
chr3,129690302,129690822,RAB7A|chr3:129409145-129409665:*,chr3,128726122.0,128726123.0,RAB7A,39b33148,K562,0.02837587,0.924538724,False,0.843871814,,,,,964441.0,21,107,1.718913,0.768049,61,59.750903,0,112.836344,12732.04053,2.954661902,0.00031
chr19,48737288,48737808,NUCB1|chr19:49240545-49241065:*,chr19,48900050.0,48900051.0,NUCB1,39b33148,K562,-0.003635485,0.973383438,False,1.0,,,,,162349.0,10,42,12.284987,0.966902,810,7739.66124,0,562.487726,316392.4419,150.9209056,0.002786
chr3,128133542,128134042,CNBP|chr3:127852385-127852885:*,chr3,129183921.0,129183922.0,CNBP,39b33148,K562,-0.0142818,0.999866357,False,0.968047788,,,,,1050279.0,18,122,1.299134,0.698756,0,0.0,1,125.059053,15639.76674,1.68774915,0.00022
chr2,69946506,69947931,FAM136A|chr2:70173638-70175063:.,chr2,70302089.0,70302090.0,FAM136A,2f957f7a,K562,-0.025137852,0.719993598,False,1.0,0.75,0.85,0.95,1.0,354369.0,9,52,1.8710045,0.57268,255,372.21177,1,425.411326,180974.8071,3.827693708,0.001735
chr12,54294681,54295181,ITGA5|chr12:54688465-54688965:*,chr12,54419459.0,54419460.0,ITGA5,39b33148,K562,-0.014491152,0.991842184,False,1.0,,,,,124360.0,6,32,5.011979,0.55676,875,8874.193825,0,559.143319,312641.2512,25.1199335,0.002065
chr8,127865319,127867819,MYC|chr8:128877565-128880065:*,chr8,127735434.0,127735435.0,MYC,0c4fc18d,K562,0.01531621,0.18128536,False,1.0,,,,,130453.0,2,20,1.65806,0.826261,33,40.841295,0,768.433985,590490.7893,2.749162964,0.001467
chr8,101375874,101376802,ZNF706|chr8:101375874-101376802:.,chr8,101206193.0,101206194.0,ZNF706,ebda246b,K562,0.015052651,1.0,False,1.0,0.55,0.8,0.95,1.0,170659.5,2,15,3.71684,0.935958,68,154.705916,0,335.274869,112409.2378,13.81489959,0.001008
chr19,12872831,12873371,WDR83OS|chr19:12983645-12984185:*,chr19,12669488.0,12669489.0,WDR83OS,39b33148,K562,-0.00919371,0.942333898,False,0.997538945,,,,,203448.0,14,42,5.419069,0.60331,457,853.313077,1,505.733747,255766.6229,29.36630883,0.001931
chr11,353334,354301,BET1L|chr11:353334-354301:.,chr11,207428.0,207429.0,BET1L,ebda246b,K562,-0.021203417,1.0,False,1.0,0.75,0.9,1.0,1.0,146112.0,10,30,3.14209,0.918828,264,1851.774144,1,1832.390604,3357655.643,10.13944397,0.006934
chr2,121811175,121811675,NIFK|chr2:122568751-122569251:.,chr2,121736922.0,121736923.0,NIFK,2f957f7a,K562,-0.016555247,0.999918431,False,1.0,0.7,0.85,0.9,1.0,74515.0,2,8,1.420022,0.902037,0,0.0,0,313.376256,98204.67782,2.01646248,0.000593
chr19,14023453,14023953,TECR|chr19:14134265-14134765:.,chr19,14517085.0,14517086.0,TECR,2f957f7a,K562,-0.017788044,0.995871246,False,0.95,0.65,0.8,0.95,1.0,505860.0,19,70,6.072188,0.98829,478,1258.144517,0,260.454299,67836.44187,36.87146711,0.000616
chr16,68724717,68725217,NIP7|chr16:68758620-68759120:.,chr16,69339430.0,69339431.0,NIP7,2f957f7a,K562,0.012630107,0.7989437,False,1.0,0.45,0.85,1.0,1.0,614505.0,10,47,9.588763,0.857181,0,0.0,1,166.260604,27642.58844,91.94437587,0.001799
chr11,14422208,14422698,PSMA1|chr11:14422208-14422698:.,chr11,14643635.0,14643636.0,PSMA1,ebda246b,K562,-0.007170504,1.0,False,1.0,0.5,0.85,0.9,1.0,97985.0,2,2,5.477902,0.837293,45,52.90209,1,517.890659,268210.7347,30.00741032,0.005091
chr11,65471299,65471799,SF3B2|chr11:65238770-65239270:.,chr11,66050729.0,66050730.0,SF3B2,2f957f7a,K562,-0.003715782,0.999918431,False,0.85,0.75,0.8,0.85,1.0,580764.0,36,84,8.445263,0.956547,472,6773.499248,1,184.926686,34197.87919,71.32246714,0.000933
chr11,86182972,86184155,PICALM|chr11:85894014-85895197:.,chr11,86069881.0,86069882.0,PICALM,2f957f7a,K562,-0.056373496,0.317044479,False,1.0,0.55,0.9,0.95,1.0,114136.0,1,31,7.5700975,0.983258,52,279.649162,0,2242.078027,5026914.988,58.1729761,0.023048
chrX,47664666,47665206,GATA1|chrX:47524065-47524605:*,chrX,48786554.0,48786555.0,GATA1,39b33148,K562,-0.00367084,0.966121062,False,1.0,,,,,1121617.0,24,80,5.582752,0.732846,72,1521.912744,0,92.541881,8563.999739,31.16711989,0.000388
chr14,75301750,75302250,NPC2|chr14:75768453-75768953:.,chr14,74494176.0,74494177.0,NPC2,2f957f7a,K562,0.089120056,0.203051742,False,1.0,0.4,0.8,1.0,1.0,808614.0,18,68,4.615163,0.915054,140,231.65478,0,215.099089,46267.61809,21.29972952,0.001438
chr19,12996491,12996991,CALR|chr19:13107305-13107805:*,chr19,12938578.0,12938579.0,CALR,39b33148,K562,0.08716169,0.141893663,False,0.999999651,,,,,58163.0,5,7,3.046638,0.97208,224,733.422368,1,513.180886,263354.6218,9.282003103,0.000674
chr3,129245622,129246162,SEC61A1|chr3:128964465-128965005:*,chr3,128051641.0,128051642.0,SEC61A1,39b33148,K562,-0.00669438,0.966872047,False,0.999999932,,,,,1193525.0,21,140,5.362552,0.678651,58,262.38272,1,223.154706,49798.02281,28.75696395,0.002184
chr17,42928659,42929614,RPL27|chr17:41080676-41081631:.,chr17,42998273.0,42998274.0,RPL27,2f957f7a,K562,0.048537469,0.900035465,False,1.0,0.8,0.95,1.0,1.0,69073.0,5,7,10.144818,0.965088,178,2873.809822,0,952.0798775,906456.3975,138.9195043,0.014609
chr19,48423448,48423968,BCAT2|chr19:48926705-48927225:*,chr19,48811028.0,48811029.0,BCAT2,39b33148,K562,-0.00799933,0.941509789,False,1.0,,,,,387345.0,21,64,1.360203,0.716612,834,3172.131232,0,161.094662,25951.49012,1.850152201,0.000104
chr19,49209928,49210868,BAX|chr19:49713185-49714125:*,chr19,48954815.0,48954816.0,BAX,39b33148,K562,0.010497979,0.996175361,False,1.0,,,,,255590.5,20,41,11.469993,0.903803,539,1054.164507,1,326.76783,106777.2147,131.5607394,0.001639
chrX,48883606,48884126,GATA1|chrX:48742005-48742525:*,chrX,48786554.0,48786555.0,GATA1,39b33148,K562,-0.03033918,0.966121062,False,0.999999999,,,,,97300.0,4,13,2.133752,0.732846,0,0.0,0,447.875883,200592.8066,4.552897598,0.000718
chr19,48675288,48675808,PPP1R15A|chr19:49178545-49179065:*,chr19,48872392.0,48872393.0,PPP1R15A,39b33148,K562,-0.01506246,0.97461721,False,0.999462408,,,,,196837.0,11,43,3.839598,0.914183,540,924.19353,0,587.826268,345539.7214,14.7425128,0.000624
chr1,154883907,154884407,HAX1|chr1:154856383-154856883:.,chr1,154272511.0,154272512.0,HAX1,2f957f7a,K562,0.024022505,0.999918431,False,0.95,0.65,0.8,0.85,1.0,611565.0,11,84,4.443958,0.884883,367,1068.95687,1,277.670472,77100.89102,19.74876271,0.000973
chr8,124720542,124721057,NDUFB9|chr8:124720542-124721057:.,chr8,124539101.0,124539102.0,NDUFB9,ebda246b,K562,0.018769139,1.0,False,1.0,0.75,0.95,0.95,1.0,181557.0,2,40,1.111162,0.807341,0,0.0,1,694.978341,482994.8945,1.23468099,0.000945
chr12,56990940,56991999,RPS26|chr12:57384724-57385783:.,chr12,56041853.0,56041854.0,RPS26,2f957f7a,K562,-0.028230929,0.987885589,False,1.0,0.65,0.85,0.95,1.0,949698.0,33,89,4.728347,0.973556,411,3537.148885,0,139.431912,19441.25808,22.35726535,0.000333
chr2,238421267,238421767,UBE2F|chr2:239329908-239330408:.,chr2,237966827.0,237966828.0,UBE2F,2f957f7a,K562,0.02681932,0.999918431,False,0.9,0.55,0.8,0.9,1.0,454608.0,12,36,12.661208,0.699506,129,832.588661,0,274.234982,75204.82535,160.306188,0.004513
chr6,150269704,150270204,PCMT1|chr6:150590840-150591340:.,chr6,149749443.0,149749444.0,PCMT1,2f957f7a,K562,-0.024083141,0.999918431,False,1.0,0.65,0.8,0.9,1.0,520297.0,12,76,9.198985,0.750968,105,1181.019,0,115.213528,13274.15703,84.62132503,0.001072
chr1,234876297,234877094,TOMM20|chr1:235012044-235012841:.,chr1,235128935.0,235128936.0,TOMM20,2f957f7a,K562,0.035881199,0.999054722,False,0.9,0.7,0.85,0.85,1.0,252453.0,2,52,40.318485,0.952555,42,326.167212,1,326.113773,106350.1929,1625.580233,0.011335
chr3,128497542,128498042,CNBP|chr3:128216385-128216885:*,chr3,129183921.0,129183922.0,CNBP,39b33148,K562,0.0344969,0.9870619,False,1.0,,,,,686162.0,13,73,8.395841,0.698756,168,688.923088,1,142.514126,20310.27611,70.4901461,0.001624
chr17,40005478,40005978,PSMD3|chr17:38161731-38162231:.,chr17,39980797.0,39980798.0,PSMD3,2f957f7a,K562,-0.052546152,0.554435603,False,1.0,0.65,0.8,0.95,1.0,24932.0,1,1,3.351637,0.963346,177,104.622222,1,1530.887243,2343615.751,11.23347058,0.003936
chr19,1546109,1546609,C19orf24|chr19:1546108-1546608:.,chr19,1275438.0,1275439.0,C19orf24,2f957f7a,K562,0.056647674,0.593674117,False,1.0,0.6,0.85,1.0,1.0,270835.0,13,40,1.420022,0.957418,350,2725.30685,1,526.141073,276824.4287,2.01646248,0.000285
chr11,335679,336457,RPLP2|chr11:335679-336457:.,chr11,809647.0,809648.0,RPLP2,2f957f7a,K562,0.042206931,0.786374665,False,1.0,0.75,1.0,1.0,1.0,474049.0,28,60,2.749895,0.942853,88,588.863968,1,236.483735,55924.55692,7.561922511,0.00032
chr1,233709985,233710692,COA6|chr1:233845731-233846438:.,chr1,234373456.0,234373457.0,COA6,2f957f7a,K562,-0.022719077,0.999918431,False,0.9,0.7,0.85,0.85,1.0,663481.0,3,28,5.794764,0.906586,49,638.611904,0,102.993927,10607.749,33.57928982,0.00064
chr19,10236057,10236557,UBL5|chr19:10346733-10347233:.,chr19,9827892.0,9827893.0,UBL5,2f957f7a,K562,-0.011335269,0.999918431,False,1.0,0.6,0.85,1.0,1.0,408400.0,14,34,5.582752,0.730669,444,1692.452742,1,303.641869,92198.38461,31.16711989,0.001236
chr12,53808921,53809441,COPZ1|chr12:54202705-54203225:*,chr12,54301202.0,54301203.0,COPZ1,39b33148,K562,-0.03745096,0.753598877,False,0.999999998,,,,,515845.0,24,59,1.957461,0.986645,0,0.0,1,146.498268,21461.74253,3.831653567,0.00011
chr1,161611322,161613001,SDHC|chr1:161581112-161582791:.,chr1,161314257.0,161314258.0,SDHC,2f957f7a,K562,1.88e-05,0.995314415,False,1.0,0.55,0.85,0.9,1.0,297610.0,7,34,11.073963,0.755541,90,1795.93542,1,309.4384255,95752.14207,201.5025973,0.006149
chr6,3472727,3473530,PSMG4|chr6:3472961-3473764:.,chr6,3231403.0,3231404.0,PSMG4,2f957f7a,K562,0.019783082,0.566667561,False,0.95,0.6,0.8,0.95,1.0,214376.0,2,49,4.017232,0.769985,0,0.0,1,526.839421,277559.7755,16.13815294,0.001596
chr17,81484168,81485150,ASPSCR1|chr17:79451194-79452176:.,chr17,81976807.0,81976808.0,ASPSCR1,2f957f7a,K562,0.009146618,0.999918431,False,1.0,0.65,0.8,1.0,1.0,492981.5,28,68,10.536444,0.679861,333,2555.313462,1,126.26597,15943.09518,111.0166522,0.001152
chr8,101902242,101903034,YWHAZ|chr8:101902242-101903034:.,chr8,100953388.0,100953389.0,YWHAZ,ebda246b,K562,0.012723554,1.0,False,1.0,1.0,1.0,1.0,1.0,951282.0,5,75,5.477902,0.662634,0,0.0,1,152.946756,23392.71017,30.00741032,0.000501
chr1,227368945,227370036,MRPL55|chr1:227556646-227557737:.,chr1,228109311.0,228109312.0,MRPL55,2f957f7a,K562,-0.02358501,0.999918431,False,1.0,0.65,0.85,0.95,1.0,739934.0,10,63,5.966147,0.856431,80,118.236,1,115.260846,13285.06262,35.59491003,0.000445
chr19,39252418,39252918,PSMD8|chr19:39743058-39743558:.,chr19,38374536.0,38374537.0,PSMD8,2f957f7a,K562,-0.000493,0.943189339,False,0.95,0.65,0.85,0.9,1.0,878132.0,30,104,1.777143,0.963128,434,2761.525942,1,105.382615,11105.49554,3.158237242,0.000102
chr12,54286541,54287101,ITGA5|chr12:54680325-54680885:*,chr12,54419459.0,54419460.0,ITGA5,39b33148,K562,0.004886858,0.991842184,False,0.999990071,,,,,131874.5,6,36,8.395841,0.55676,525,2745.3258,0,698.877478,488429.7293,70.4901461,0.004323
chr19,13155431,13155951,CALR|chr19:13266245-13266765:*,chr19,12938578.0,12938579.0,CALR,39b33148,K562,0.01543191,0.838157716,False,0.999991307,,,,,216591.0,10,35,6.898534,0.97208,1127,15896.9663,1,737.8124925,544367.2917,48.68679507,0.004391
chr12,108117249,108117891,ISCU|chr12:108511026-108511668:.,chr12,108562582.0,108562583.0,ISCU,2f957f7a,K562,-0.005845228,0.999918431,False,0.95,0.5,0.8,0.9,1.0,443850.0,6,27,9.954817,0.718015,78,817.905972,1,206.20097,42518.84003,99.0983815,0.001364
chr14,103378033,103378533,APOPT1|chr14:103844370-103844870:.,chr14,103562962.0,103562963.0,APOPT1,2f957f7a,K562,0.035837995,0.902343082,False,0.95,0.55,0.9,0.9,1.0,184697.0,5,26,13.562324,0.721015,0,0.0,1,468.076908,219095.9918,183.9366323,0.009793
chr19,12789831,12790351,PRDX2|chr19:12900645-12901165:*,chr19,12801858.0,12801859.0,PRDX2,39b33148,K562,-0.010755842,0.594712509,False,1.0,,,,,11863.0,2,5,17.981937,0.599511,904,8712.5034,0,3245.721375,10534707.24,323.3500583,0.032398
chr9,133002831,133003331,RPL7A|chr9:135878218-135878718:.,chr9,133348214.0,133348215.0,RPL7A,2f957f7a,K562,0.011140073,0.999918431,False,1.0,0.65,0.85,0.95,1.0,345159.0,11,56,7.242088,0.685329,354,7473.182844,1,252.775822,63895.61619,52.4478386,0.001798
chr2,111702061,111702561,CHCHD5|chr2:112459638-112460138:.,chr2,112584240.0,112584241.0,CHCHD5,2f957f7a,K562,-0.039140242,0.926647296,False,1.0,0.5,0.8,1.0,1.0,882141.0,11,55,5.071901,0.846681,54,534.005406,1,103.848466,10784.50389,25.72417975,0.000528
chr3,129015702,129016262,RAB7A|chr3:128734545-128735105:*,chr3,128726122.0,128726123.0,RAB7A,39b33148,K562,0.03355574,0.893428736,False,0.99505812,,,,,289846.0,5,30,1.596818,0.768049,114,540.390438,0,335.807233,112766.4977,2.549827725,0.000857
chr16,2983579,2984079,RNPS1|chr16:3033580-3034080:.,chr16,2268411.0,2268412.0,RNPS1,2f957f7a,K562,-0.011249233,0.999918431,False,1.0,0.75,0.85,1.0,1.0,715412.0,32,69,8.903932,0.853431,865,3916.583676,0,263.990718,69691.09919,79.28000506,0.001606
chr19,2974351,2974851,HMG20B|chr19:2974349-2974849:.,chr19,3572777.0,3572778.0,HMG20B,2f957f7a,K562,-0.045927734,0.719937747,False,0.9,0.75,0.85,0.95,1.0,598341.0,16,108,6.367063,0.976628,205,4552.241685,0,277.614355,77069.7301,40.53949125,0.000769
chrX,48467318,48467838,HDAC6|chrX:48325705-48326225:*,chrX,48801377.0,48801378.0,HDAC6,39b33148,K562,-0.032289895,0.833939777,False,1.0,,,,,334419.0,13,48,8.000395,0.999613,240,1684.34112,1,245.092728,60070.44532,64.00632016,0.000699
chr19,13194411,13195031,PRDX2|chr19:13305225-13305845:*,chr19,12801858.0,12801859.0,PRDX2,39b33148,K562,-0.006144222,0.88158602,False,1.0,,,,,392822.0,19,66,1.897465,0.599511,455,700.144636,0,125.353565,15713.51626,3.600373426,0.000132
chrX,48765501,48766060,GATA1|chrX:48623905-48624465:*,chrX,48786554.0,48786555.0,GATA1,39b33148,K562,-0.07563027,0.297711816,False,1.0,,,,,20759.0,1,4,3.23003,0.732846,240,694.6032,0,1420.855007,2018828.951,10.4330938,0.003447
chr12,54376721,54377261,NFE2|chr12:54770505-54771045:*,chr12,54301120.0,54301121.0,NFE2,39b33148,K562,0.06682883,0.678310507,False,0.999950166,,,,,75984.0,4,16,2.442875,0.78888,342,2258.956512,0,1272.066763,1618153.85,5.967638266,0.000953
chr5,178127330,178127952,RGS14|chr5:177554331-177554953:.,chr5,177357837.0,177357838.0,RGS14,2f957f7a,K562,0.000155,0.999918431,False,1.0,0.55,0.8,0.9,1.0,769771.0,20,60,13.668392,0.359479,162,900.276201,0,242.516783,58814.39004,186.8249399,0.002964
chr19,4812793,4813502,C19orf70|chr19:4812805-4813514:.,chr19,5680895.0,5680896.0,C19orf70,2f957f7a,K562,-0.006365936,0.999918431,False,0.95,0.65,0.9,0.95,1.0,867785.5,12,93,3.959088,0.944643,705,5285.84842,0,286.221382,81922.67951,15.67437779,0.000477
chr5,138222707,138223430,HNRNPA0|chr5:137558396-137559119:.,chr5,137754375.0,137754376.0,HNRNPA0,2f957f7a,K562,-0.012971812,0.979104758,False,1.0,0.45,0.8,1.0,1.0,468611.0,11,24,3.23003,0.897585,111,130.491822,1,274.518188,75360.23554,10.4330938,0.000969
chr11,66987041,66987541,YIF1A|chr11:66754512-66755012:.,chr11,66289169.0,66289170.0,YIF1A,2f957f7a,K562,0.013282149,0.999918431,False,1.0,0.55,0.8,0.95,1.0,698396.0,29,71,1.049332,0.940482,209,172.409325,0,178.024006,31692.54671,1.101097646,0.0001
chr8,100471784,100472673,ZNF706|chr8:101484012-101484901:.,chr8,101206192.0,101206193.0,ZNF706,2f957f7a,K562,0.023199008,0.999918431,False,1.0,0.6,0.85,0.95,1.0,733505.5,6,92,9.198985,0.935958,0,0.0,0,150.216113,22564.8806,84.62132503,0.001118
chr19,55547221,55548272,ISOC2|chr19:56058587-56059638:.,chr19,55462342.0,55462343.0,ISOC2,2f957f7a,K562,-0.050812986,0.651261438,False,1.0,0.6,0.8,0.95,1.0,85757.0,6,10,3.5386545,0.976072,388,2023.881526,1,838.121396,702447.6597,18.41479551,0.002443
chr12,54658561,54659141,COPZ1|chr12:55052345-55052925:*,chr12,54301202.0,54301203.0,COPZ1,39b33148,K562,0.00289774,0.974465417,False,1.0,,,,,333779.0,12,44,1.957461,0.986645,0,0.0,1,75.214143,5657.167307,3.831653567,5.7e-05
chr19,48588808,48589348,BAX|chr19:49092065-49092605:*,chr19,48954815.0,48954816.0,BAX,39b33148,K562,-0.008373559,0.996175361,False,1.0,,,,,365798.0,24,78,11.258399,0.903803,550,4018.2054,1,195.499025,38219.86878,126.751548,0.000962
chr19,1873437,1873937,GPX4|chr19:1873436-1873936:.,chr19,1103926.0,1103927.0,GPX4,2f957f7a,K562,0.017625148,0.814713087,False,1.0,0.7,0.85,0.9,1.0,769742.0,30,133,2.625646,0.955192,364,4852.58956,0,179.220131,32119.85536,6.894016917,0.000149
chr19,12985151,12985651,LYL1|chr19:13095965-13096465:*,chr19,13103160.0,13103161.0,LYL1,39b33148,K562,-0.03129349,0.723621612,False,1.0,,,,,117951.5,2,22,7.430035,0.949047,224,464.981216,0,2019.053008,4076575.049,55.2054201,0.006205
chr1,38745382,38746585,SF3A3|chr1:39211054-39212257:.,chr1,37990920.0,37990921.0,SF3A3,2f957f7a,K562,-0.035882065,0.711271605,False,1.0,0.5,0.8,0.95,1.0,755677.0,5,68,4.728347,0.951732,112,837.8888,0,163.367402,26688.90804,22.35726535,0.000552
chr19,13195631,13196171,DHPS|chr19:13306445-13306985:*,chr19,12681901.0,12681902.0,DHPS,39b33148,K562,0.024921135,0.814804871,False,0.999999934,,,,,514013.0,28,91,1.420022,0.895069,455,809.00164,1,90.721902,8230.463502,2.01646248,7.5e-05
chr19,49017628,49018128,NUCB1|chr19:49520885-49521385:*,chr19,48900050.0,48900051.0,NUCB1,39b33148,K562,0.013209136,0.744883003,False,1.0,,,,,117806.0,8,22,4.891731,0.966902,1064,2791.613076,0,533.075827,284169.8373,23.92903218,0.001051
chr11,65478647,65479147,CAPN1|chr11:65246118-65246618:.,chr11,65180566.0,65180567.0,CAPN1,2f957f7a,K562,0.019535873,0.997981317,False,1.0,0.6,0.85,0.95,1.0,297057.0,10,47,14.949019,0.903174,472,6745.815268,0,246.423918,60724.74736,223.4731691,0.002238
chr1,154629018,154629665,FDPS|chr1:154601494-154602141:.,chr1,155308748.0,155308749.0,FDPS,2f957f7a,K562,-0.033418488,0.938786367,False,1.0,0.55,0.85,0.95,1.0,679396.0,32,91,5.629386,0.961797,370,2873.37782,0,147.712609,21819.01486,31.68998674,0.000459
chr1,86774209,86775355,SELENOF|chr1:87239892-87241038:.,chr1,86914423.0,86914424.0,SELENOF,2f957f7a,K562,-0.032624333,0.968089614,False,1.0,0.75,1.0,1.0,1.0,138771.0,1,10,5.551258,0.971306,108,377.898876,0,910.8725105,831081.8736,30.9063976,0.011887
chr19,12985151,12985651,PRDX2|chr19:13095965-13096465:*,chr19,12801858.0,12801859.0,PRDX2,39b33148,K562,0.005863289,0.796380586,False,1.0,,,,,183298.5,13,29,7.430035,0.599511,224,464.981216,0,215.888813,46607.97958,55.2054201,0.00089
chr19,35389382,35389882,RBM42|chr19:35880284-35880784:.,chr19,35629030.0,35629031.0,RBM42,2f957f7a,K562,-0.028540925,0.999918431,False,1.0,0.55,0.9,1.0,1.0,239404.0,12,25,3.474133,0.919723,328,444.012288,1,311.179578,96832.72976,12.0696001,0.000719
chr11,297498,298134,PSMD13|chr11:297498-298134:.,chr11,236546.0,236547.0,PSMD13,ebda246b,K562,-0.022946765,1.0,False,1.0,0.8,0.9,1.0,1.0,61001.5,3,10,7.945923,0.741605,176,252.07556,1,1736.426641,3015177.48,63.13769232,0.010182
chr1,153433051,153433655,C1orf43|chr1:153405527-153406131:.,chr1,154220636.0,154220637.0,C1orf43,2f957f7a,K562,-0.028223854,0.999918431,False,1.0,0.5,0.8,0.9,1.0,787310.0,32,73,18.18246,0.978951,177,1515.428688,1,54.53042,2973.566705,330.6018517,0.000561
chr15,75124807,75125734,COX5A|chr15:75417148-75418075:.,chr15,74938167.0,74938168.0,COX5A,2f957f7a,K562,-0.038293581,0.880462396,False,1.0,0.65,0.85,0.9,1.0,187131.5,4,21,5.477902,0.805357,80,59.626,1,277.093983,76781.07541,30.00741032,0.001651
chr1,161389679,161390494,PFDN2|chr1:161359469-161360284:.,chr1,161118110.0,161118111.0,PFDN2,2f957f7a,K562,-0.033921897,0.869663193,False,1.0,0.35,0.8,0.95,1.0,272027.5,17,24,17.448401,0.679861,0,0.0,1,801.563967,642504.7932,304.4466975,0.013305
chr12,27859378,27860076,MRPS35|chr12:28012311-28013009:.,chr12,27710773.0,27710774.0,MRPS35,2f957f7a,K562,0.013932103,0.995288823,False,1.0,0.3,0.8,0.85,1.0,149091.0,3,22,2.442875,0.60602,64,50.248,1,356.365016,126996.0246,5.967638266,0.002463
chr1,54487818,54488736,HSPB11|chr1:54953491-54954409:.,chr1,53945928.0,53945929.0,HSPB11,2f957f7a,K562,-0.02417352,0.999918431,False,0.9,0.65,0.85,0.9,1.0,542613.0,10,91,19.013434,0.947934,60,562.164,1,736.943082,543085.1061,361.5106725,0.011581
chr8,124968117,124968497,NSMCE2|chr8:124968117-124968497:.,chr8,125091679.0,125091680.0,NSMCE2,ebda246b,K562,-0.045060027,1.0,False,0.9,0.5,0.85,0.9,1.0,123514.0,5,5,2.133752,0.745355,66,212.819079,1,503.634839,253648.0511,4.552897598,0.001725
chr8,102742664,102743164,DCAF13|chr8:103754892-103755392:.,chr8,103414714.0,103414715.0,DCAF13,2f957f7a,K562,-0.008890058,0.999918431,False,1.0,0.55,0.9,0.95,1.0,671777.0,10,53,7.18835,0.711434,64,259.760032,0,161.966321,26233.08914,51.67237572,0.002871
chrX,155434755,155435408,DKC1|chrX:154664416-154665069:.,chrX,154762742.0,154762743.0,DKC1,2f957f7a,K562,0.009954799,0.999918431,False,0.95,0.45,0.8,0.95,1.0,672361.0,11,54,17.937177,0.99158,79,274.456507,1,72.745258,5291.872561,321.7423187,0.001123
chr6,31563022,31563769,FLOT1|chr6:31530799-31531546:.,chr6,30742732.0,30742733.0,FLOT1,2f957f7a,K562,-0.003913886,0.999918431,False,1.0,0.6,0.95,0.95,1.0,820669.0,36,126,5.419069,0.853431,892,5084.716883,1,140.954598,19868.1987,29.36630883,0.000306
chr4,6733930,6734838,GRPEL1|chr4:6735657-6736565:.,chr4,7068196.0,7068197.0,GRPEL1,2f957f7a,K562,-0.025411433,0.997459948,False,1.0,0.5,0.85,1.0,1.0,333587.0,6,59,3.106831,0.920739,110,2160.75442,1,970.651992,942165.2896,9.652398863,0.002594
chr3,196108170,196108998,NCBP2-AS2|chr3:195835041-195835869:.,chr3,196942623.0,196942624.0,NCBP2-AS2,2f957f7a,K562,0.03077369,0.977257798,False,0.95,0.55,0.8,0.95,1.0,834162.0,22,101,16.202291,0.923449,52,333.919664,0,193.478782,37434.03908,262.5142336,0.002815
chr3,128482762,128483602,SEC61A1|chr3:128201605-128202445:*,chr3,128051641.0,128051642.0,SEC61A1,39b33148,K562,-0.000302,0.966872047,False,1.0,,,,,430798.0,6,52,10.125304,0.678651,112,782.01088,1,470.98398,221825.9094,102.5217811,0.008703
chr3,129328602,129329102,H1FX|chr3:129047445-129047945:*,chr3,129316276.0,129316277.0,H1FX,39b33148,K562,-0.053944553,0.666051957,False,0.999999748,,,,,12591.0,2,2,1.897465,0.554365,118,221.281919,1,4287.640008,18383856.84,3.600373426,0.011834
chr11,7079654,7080194,HBE1|chr11:7100885-7101425:*,chr11,5505651.0,5505652.0,HBE1,ac8d234e,K562,0.0311599,0.982456343,False,0.99999999,,,,,1809778.0,67,106,1.049332,0.582261,95,99.68654,0,92.619427,8578.358258,1.101097646,0.00011
chr19,48608708,48609348,BCAT2|chr19:49111965-49112605:*,chr19,48811028.0,48811029.0,BCAT2,39b33148,K562,0.01445789,0.917580046,False,1.0,,,,,202002.5,15,41,1.596818,0.716612,819,776.502636,0,266.295898,70913.50529,2.549827725,0.000201
